name,first_funding_at,last_funding_at,relationships,funding_rounds,funding_total_usd,milestones,avg_participants,is_top500,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,company_age_days,days_to_first_funding,funding_duration_days,avg_funding_per_round,funding_efficiency,milestone_efficiency,log_funding_total,funding_intensity,relationship_density,is_successful
Vontu,2005-03-21,2006-08-11,9,2,20000000,1,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8894,1540,508,10000000.0,2222222.222222222,0.04106701146840567,16.811242881518265,0.08213402293681134,0.369603103215651,1
NextIO,2005-01-11,2012-05-17,10,4,49600000,1,2.6667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8164,741,2683,12400000.0,4960000.0,0.0447390984811367,17.719501411856445,0.1789563939245468,0.44739098481136697,0
Emergent Game Technologies,2007-07-05,2009-12-10,3,5,51450000,1,5.6667,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9260,2742,889,10290000.0,17150000.0,0.03944384449244061,17.75612103968068,0.19721922246220303,0.11833153347732182,1
threadsy,2008-03-27,2010-12-07,7,2,6300000,1,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6186,0,985,3150000.0,900000.0,0.05904461687681862,15.656060350091908,0.11808923375363724,0.41331231813773034,1
Sonar.me,2012-01-01,2012-01-01,8,1,200000,3,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5607,730,0,200000.0,25000.0,0.19542536115569822,12.206077645517674,0.06514178705189941,0.5211342964151953,0
StyleZen,2011-09-01,2011-09-01,2,1,20000,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4999,0,0,20000.0,10000.0,0.07306461292258451,9.90353755128617,0.07306461292258451,0.14612922584516902,0
Kiva Systems,2003-01-01,2006-05-24,13,2,11600000,3,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,8164,0,1239,5800000.0,892307.6923076923,0.1342172954434101,16.266515742283485,0.0894781969622734,0.5816082802547771,1
Krillion,2006-06-14,2006-06-14,6,1,9150000,2,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6948,44,0,9150000.0,1525000.0,0.10513816925734025,16.029264546541317,0.052569084628670125,0.31541450777202074,1
Transactiv,2009-10-13,2009-10-13,2,1,1200000,2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5791,104,0,1200000.0,600000.0,0.12614401657744775,13.997832948091215,0.06307200828872388,0.12614401657744775,0
nprogress,2011-12-01,2011-12-01,4,1,1700000,2,7.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5576,668,0,1700000.0,425000.0,0.13100789096126256,14.346139397261565,0.06550394548063128,0.2620157819225251,0
Brightkite,2007-08-01,2009-07-06,9,3,1415000,4,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6703,212,705,471666.6666666667,157222.22222222222,0.2179621065194689,14.162640795773006,0.16347157988960168,0.490414739668805,1
Peanut Labs,2006-02-01,2008-02-19,16,2,4200000,2,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7433,396,748,2100000.0,262500.0,0.09827794968384233,15.250595321348806,0.09827794968384233,0.7862235974707387,1
FlipKey,2007-12-01,2008-08-20,7,2,500000,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6703,334,263,250000.0,71428.57142857143,0.10898105325973445,13.122365377402328,0.10898105325973445,0.38143368640907055,1
AppTrigger,2007-12-13,2007-12-13,1,1,21500000,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8529,2172,0,21500000.0,21500000.0,0.0,16.88356353960952,0.04282448118185016,0.04282448118185016,1
Footnote,2006-06-16,2008-01-01,4,2,10000000,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6917,15,564,5000000.0,2500000.0,0.10560936822321816,16.118095750958314,0.10560936822321816,0.21121873644643632,1
NextMedium,2005-02-01,2006-07-24,7,2,9500000,1,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7799,397,538,4750000.0,1357142.857142857,0.04683292729837159,16.066802461833923,0.09366585459674318,0.32783049108860113,0
iosil Energy,2009-12-24,2012-03-17,4,2,13875001,0,10.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6703,1088,814,6937500.5,3468750.25,0.0,16.445599361740907,0.10898105325973445,0.2179621065194689,0
Kurani Interactive,2010-11-25,2010-11-25,5,1,275000,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9260,3981,0,275000.0,55000.0,0.03944384449244061,12.524530013005734,0.03944384449244061,0.19721922246220303,0
Kapow Software,2005-02-01,2010-01-13,10,3,19743770,1,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7433,31,1807,6581256.666666667,1974377.0,0.04913897484192117,16.798348607159696,0.1474169245257635,0.4913897484192116,1
Locately,2010-08-01,2012-07-07,5,5,1178000,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6156,761,706,235600.0,235600.0,0.05933235867446394,13.979329492089743,0.2966617933723197,0.2966617933723197,1
TrustedID,2005-10-01,2007-10-18,5,3,25000000,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7433,273,747,8333333.333333333,5000000.0,0.09827794968384233,17.034386422832473,0.1474169245257635,0.2456948742096058,1
Ciclon Semiconductor Device Corporation,2005-08-02,2007-03-07,1,3,24150000,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7799,579,582,8050000.0,24150000.0,0.0,16.99979497947072,0.14049878189511475,0.04683292729837159,1
Azingo,2006-10-01,2008-07-18,4,2,80000000,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7433,638,656,40000000.0,20000000.0,0.04913897484192117,18.197537205138154,0.09827794968384233,0.19655589936768467,0
Vudu,2005-06-01,2007-04-29,11,2,36000000,3,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7799,517,697,18000000.0,3272727.272727273,0.14049878189511475,17.399029524198163,0.09366585459674318,0.5151622002820875,1
"ITOG, Inc.",2008-02-11,2008-02-11,1,1,205000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6807,510,0,205000.0,205000.0,0.0,12.230770136157428,0.05365799911855443,0.05365799911855443,0
Plaxo,2002-11-01,2007-02-01,27,4,28300000,4,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8209,0,1553,7075000.0,1048148.1481481482,0.17797539286149347,17.158372397949154,0.17797539286149347,1.2013339018150808,1
Sharetivity,2006-05-01,2006-05-01,1,1,2000000,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516,0,0,2000000.0,2000000.0,0.05605432780847146,14.508658238524095,0.05605432780847146,0.05605432780847146,0
YouTube,2005-11-01,2006-04-01,63,2,11500000,6,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7402,273,151,5750000.0,182539.68253968254,0.296068630099973,16.257857680289998,0.09868954336665767,3.1087206160497165,1
Hashable,2010-11-22,2010-11-22,15,1,4000000,2,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5607,325,0,4000000.0,266666.6666666667,0.13028357410379882,15.201805169084134,0.06514178705189941,0.9771268057784912,0
MyNines,2010-04-19,2010-04-19,2,1,500000,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5760,261,0,500000.0,250000.0,0.12682291666666667,13.122365377402328,0.06341145833333334,0.12682291666666667,0
itzbig,2007-02-27,2007-02-27,9,1,4000000,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6917,271,0,4000000.0,444444.44444444444,0.10560936822321816,15.201805169084134,0.05280468411160908,0.47524215700448175,0
Loosecubes,2010-01-01,2012-06-05,8,2,9030000,2,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5607,0,886,4515000.0,1128750.0,0.13028357410379882,16.016063036135133,0.13028357410379882,0.5211342964151953,0
Avid Radiopharmaceuticals,2005-01-25,2009-05-21,15,4,69900000,0,4.75,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,7433,24,1577,17475000.0,4660000.0,0.0,18.06257622151019,0.19655589936768467,0.7370846226288175,1
Contur,2012-05-01,2012-05-01,2,1,20000,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4999,243,0,20000.0,10000.0,0.07306461292258451,9.90353755128617,0.07306461292258451,0.14612922584516902,0
ExactTarget,2004-07-21,2012-10-24,29,7,238209999,3,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8925,1328,3017,34029999.85714286,8214137.8965517245,0.12277310924369748,19.2886631955324,0.28647058823529414,1.1868067226890757,1
Rhythmia Medical,2007-02-06,2010-09-24,3,3,14700000,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7799,1132,1326,4900000.0,4900000.0,0.09366585459674318,16.503358119776173,0.14049878189511475,0.14049878189511475,1
MyMiniLife,2006-11-15,2007-11-15,4,3,430000,2,1.6667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6703,0,365,143333.33333333334,107500.0,0.10898105325973445,12.971542813248437,0.16347157988960168,0.2179621065194689,1
Adept Cloud,2012-10-01,2012-11-01,5,2,1015000,1,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5091,488,31,507500.0,203000.0,0.07174425456688274,13.830400155679214,0.14348850913376548,0.3587212728344137,1
Factery,2009-09-10,2009-09-10,2,1,1200000,1,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5882,162,0,1200000.0,600000.0,0.06209622577354641,13.997832948091215,0.06209622577354641,0.12419245154709282,0
"MeetMe, Inc.",2007-01-29,2008-07-29,16,2,17100000,4,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7343,668,547,8550000.0,1068750.0,0.1989650006809206,16.65458907995242,0.0994825003404603,0.7958600027236824,1
WildBlue,2008-09-03,2008-09-03,0,1,50000000,1,4.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7799,1707,0,50000000.0,0.0,0.04683292729837159,17.72753358339242,0.04683292729837159,0.0,1
HeadCase Humanufacturing,2006-08-28,2006-08-28,3,1,900000,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7068,239,0,900000.0,300000.0,0.0,13.710151153416941,0.05167657045840407,0.1550297113752122,0
bluepulse,2007-04-01,2007-04-01,7,1,6000000,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12813,6200,0,6000000.0,857142.8571428572,0.0570124092718333,15.607270193858982,0.02850620463591665,0.19954343245141654,0
Mr. Youth,2002-10-01,2009-02-01,5,2,15100000,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8529,273,2315,7550000.0,3020000.0,0.12847344354555046,16.530205368010318,0.08564896236370032,0.21412240590925077,1
Teknovus,2002-01-01,2009-11-16,7,5,62600000,2,9.3333,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,8894,365,2876,12520000.0,8942857.142857144,0.08213402293681134,17.952275852044767,0.20533505734202834,0.28746908027883966,1
Qik,2008-04-09,2011-01-06,15,4,14800000,3,2.25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,6917,678,1002,3700000.0,986666.6666666666,0.15841405233482725,16.51013780630191,0.21121873644643632,0.7920702616741362,1
EQAL,2008-04-16,2011-05-23,30,2,6875000,5,7.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6247,15,1132,3437500.0,229166.66666666666,0.2923403233552105,15.743402346971443,0.1169361293420842,1.7540419401312628,1
IonLogix Systems,2008-10-24,2008-10-24,1,1,30000,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6359,318,0,30000.0,30000.0,0.0,10.308985993422082,0.05743827645856266,0.05743827645856266,0
Atrica,2006-04-05,2006-04-05,10,1,22200000,1,9.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9260,2286,0,22200000.0,2220000.0,0.03944384449244061,16.915602891887552,0.03944384449244061,0.39443844492440605,0
Socialthing,2007-08-01,2007-10-23,6,2,415000,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6566,75,83,207500.0,69166.66666666667,0.11125494974109047,12.936036208848487,0.11125494974109047,0.33376484922327143,1
Next New Networks,2007-01-01,2010-12-29,16,4,27063781,4,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6644,0,1458,6765945.25,1691486.3125,0.2198976520168573,17.113706934429455,0.2198976520168573,0.8795906080674292,1
AdECN,2006-02-01,2006-02-01,6,1,3100000,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8164,1127,0,3100000.0,516666.6666666667,0.0447390984811367,14.946912992035967,0.0447390984811367,0.2684345908868202,1
Cuil,2007-03-01,2008-04-15,13,2,33000000,4,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7433,789,411,16500000.0,2538461.5384615385,0.19655589936768467,17.312018149733785,0.09827794968384233,0.6388066729449752,0
Sensory Networks,2005-10-10,2008-01-01,2,3,17400000,2,5.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8164,1013,813,5800000.0,8700000.0,0.0894781969622734,16.67198082165602,0.1342172954434101,0.0894781969622734,1
Flock,2005-01-01,2008-05-21,17,5,28300000,4,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7433,0,1236,5660000.0,1664705.8823529412,0.19655589936768467,17.158372397949154,0.2456948742096058,0.8353625723126598,1
AdMob,2006-09-01,2009-01-29,42,4,46800000,6,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,6734,0,881,11700000.0,1114285.7142857143,0.3254380754380754,17.661393782255395,0.21695871695871696,2.278066528066528,1
FeeFighters,2010-05-01,2011-01-12,5,3,1525000,2,2.6667,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5972,485,256,508333.3333333333,305000.0,0.12232083054253182,14.23750562376114,0.18348124581379774,0.30580207635632956,1
WeHostels,2012-03-18,2012-03-18,9,1,1200000,3,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4924,124,0,1200000.0,133333.33333333334,0.22253249390739235,13.997832948091215,0.07417749796913078,0.667597481722177,1
TimeBridge,2005-07-05,2009-05-11,6,3,12400000,4,1.6667,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7313,65,1406,4133333.3333333335,2066666.6666666667,0.1997812115410912,16.333207111220425,0.14983590865581842,0.29967181731163683,1
Lazarus Therapeutics,2010-08-02,2010-08-02,1,1,100000,0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7068,1674,0,100000.0,100000.0,0.0,11.51293546492023,0.05167657045840407,0.05167657045840407,0
Loyalty Lab,2005-03-22,2010-04-29,4,3,11000000,1,1.6667,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8164,811,1864,3666666.6666666665,2750000.0,0.0447390984811367,16.213405921671733,0.1342172954434101,0.1789563939245468,1
RentStuff.com,2011-05-05,2012-04-12,3,2,675000,1,1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5607,489,343,337500.0,225000.0,0.06514178705189941,13.42246945133505,0.13028357410379882,0.19542536115569822,1
ZManda,2005-01-01,2007-05-22,5,2,13000000,0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7433,0,871,6500000.0,2600000.0,0.0,16.380459992348886,0.09827794968384233,0.2456948742096058,1
Jumo,2010-11-01,2010-11-01,5,1,3500000,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5576,273,0,3500000.0,700000.0,0.13100789096126256,15.068273812173887,0.06550394548063128,0.3275197274031564,1
Sionex,2005-12-07,2005-12-07,2,1,12000000,1,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8894,1801,0,12000000.0,6000000.0,0.04106701146840567,16.300417291085605,0.04106701146840567,0.08213402293681134,0
sezmi,2007-08-01,2011-11-07,10,5,78573646,4,4.3333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,6703,212,1559,15714729.2,7857364.6,0.2179621065194689,18.179546921282345,0.2724526331493361,0.5449052662986722,1
StudioNow,2007-06-15,2013-01-29,2,3,15286415,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6703,165,2055,5095471.666666667,7643207.5,0.054490526629867225,16.54247514885925,0.16347157988960168,0.10898105325973445,1
PicApp,2008-09-17,2008-09-17,5,1,3200000,3,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6338,260,0,3200000.0,640000.0,0.17288576838119282,14.978661680269907,0.0576285894603976,0.28814294730198803,1
Million Dollar Earth,2011-03-07,2011-03-07,1,1,30000,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5183,6,0,30000.0,30000.0,0.070470769824426,10.308985993422082,0.070470769824426,0.070470769824426,0
Composite Software,2002-01-01,2012-10-24,28,3,14650003,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8529,0,3949,4883334.333333333,523214.39285714284,0.04282448118185016,16.499951166464857,0.12847344354555046,1.1990854730918044,1
Terracotta,2006-02-27,2008-09-01,9,2,23500000,1,5.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8164,1153,917,11750000.0,2611111.111111111,0.0447390984811367,16.97251102166758,0.0894781969622734,0.40265188633023025,1
FireStar Software,2006-01-03,2006-01-03,2,1,980000,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8894,1828,0,980000.0,490000.0,0.0,13.795308871054397,0.04106701146840567,0.08213402293681134,0
Aquest Systems,2007-02-26,2007-02-26,0,1,20000000,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7799,1152,0,20000000.0,0.0,0.0,16.811242881518265,0.04683292729837159,0.0,0
Faves,2004-01-01,2004-01-01,4,1,1500000,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7464,0,0,1500000.0,375000.0,0.0,14.220976332738882,0.04893488745980708,0.1957395498392283,0
Generate,2008-03-04,2009-07-14,0,2,8000000,1,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7799,1524,497,4000000.0,0.0,0.04683292729837159,15.894952224644102,0.09366585459674318,0.0,1
Attributor,2006-01-28,2010-06-10,13,4,25200000,3,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7160,119,1594,6300000.0,1938461.5384615385,0.15303770949720671,17.04235459216419,0.20405027932960895,0.6631634078212291,1
Greenplum Software,2006-03-01,2008-01-01,21,4,61000000,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8013,1004,671,15250000.0,2904761.904761905,0.09116435791838262,17.926384438531027,0.18232871583676524,0.9572257581430176,1
PlaySpan,2007-09-01,2010-08-19,12,4,46300000,4,4.25,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,6948,488,1083,11575000.0,3858333.3333333335,0.2102763385146805,17.650652540654736,0.2102763385146805,0.6308290155440415,1
JackBe,2006-01-10,2010-04-08,15,4,24500000,5,4.3333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8529,1470,1549,6125000.0,1633333.3333333333,0.21412240590925077,17.01418371633128,0.17129792472740063,0.6423672177277523,1
D2C Games,2006-12-27,2007-08-29,1,2,7500000,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7068,360,245,3750000.0,7500000.0,0.05167657045840407,15.830413711839864,0.10335314091680814,0.05167657045840407,0
Zimbra,2006-04-01,2006-04-01,19,1,14500000,3,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8164,1186,0,14500000.0,763157.8947368421,0.1342172954434101,16.489659276356317,0.0447390984811367,0.8500428711415973,1
Smith & Tinker,2009-08-25,2009-08-25,1,1,29000000,1,5.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6703,967,0,29000000.0,29000000.0,0.054490526629867225,17.182806422433504,0.054490526629867225,0.054490526629867225,0
Mu Dynamics,2005-01-01,2008-05-19,5,3,24000000,1,2.6667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7433,0,1234,8000000.0,4800000.0,0.04913897484192117,16.993564429978885,0.1474169245257635,0.2456948742096058,1
Fulcrum Microsystems,2005-05-09,2010-03-15,2,4,81017493,1,5.6667,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,9260,1955,1771,20254373.25,40508746.5,0.03944384449244061,18.210175664626046,0.15777537796976243,0.07888768898488122,1
ReTel Technologies,2009-08-06,2009-12-02,4,2,1000000,3,4.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6430,675,118,500000.0,250000.0,0.17041213063763608,13.815511557963774,0.11360808709175739,0.22721617418351478,1
NexGen Storage,2011-02-07,2011-11-15,14,2,12010000,2,2.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5607,402,281,6005000.0,857857.1428571428,0.13028357410379882,16.301250277320108,0.13028357410379882,0.9119850187265918,1
WAY Systems,2005-10-03,2005-10-03,2,1,22000000,3,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8529,1371,0,22000000.0,11000000.0,0.12847344354555046,16.906553056777135,0.04282448118185016,0.08564896236370032,1
Roxro Pharma,2007-06-12,2007-06-12,1,1,42700000,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9625,3084,0,42700000.0,42700000.0,0.0,17.569709501618057,0.037948051948051946,0.037948051948051946,0
Intelliden,2005-12-21,2007-05-22,5,3,80000000,1,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9260,2181,517,26666666.666666668,16000000.0,0.03944384449244061,18.197537205138154,0.11833153347732182,0.19721922246220303,1
Forrst,2011-03-24,2011-03-24,3,1,205000,3,7.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5583,423,0,205000.0,68333.33333333333,0.19626544868350349,12.230770136157428,0.0654218162278345,0.19626544868350349,1
XGraph,2010-07-07,2010-07-07,5,1,3750000,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6064,644,0,3750000.0,750000.0,0.12046503957783641,15.137266664613225,0.06023251978891821,0.301162598944591,1
Color Labs Inc.,2010-08-01,2011-03-23,11,2,41000000,2,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5395,0,234,20500000.0,3727272.727272727,0.13540315106580167,17.529082649058825,0.13540315106580167,0.7447173308619092,0
Playdom,2009-11-11,2010-06-21,37,2,76000000,3,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6307,649,222,38000000.0,2054054.054054054,0.1737355319486285,18.1462439114085,0.11582368796575235,2.142738227366418,1
Digital Reef,2006-01-01,2008-10-01,9,2,20000000,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7068,0,1004,10000000.0,2222222.222222222,0.10335314091680814,16.811242881518265,0.10335314091680814,0.4650891341256366,1
Servio,2010-08-13,2013-03-06,11,2,9356180,4,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5853,470,936,4678090.0,850561.8181818182,0.24961558175294724,16.051547752373384,0.12480779087647362,0.6864428498206049,1
Advaliant,2004-04-01,2004-04-01,6,1,100000,2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4406,0,0,100000.0,16666.666666666668,0.16579664094416705,11.51293546492023,0.08289832047208352,0.4973899228325011,0
Vocalocity,2009-01-28,2011-08-29,9,2,13600000,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6703,758,943,6800000.0,1511111.111111111,0.10898105325973445,16.42558042423569,0.10898105325973445,0.490414739668805,1
Dapper,2007-12-01,2007-12-01,19,1,3000000,4,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6795,426,0,3000000.0,157894.73684210525,0.21501103752759382,14.914123179965662,0.053752759381898454,1.0213024282560705,1
SeeSaw Networks,2006-11-16,2011-06-23,4,5,21138876,0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,7433,684,1680,4227775.2,5284719.0,0.0,16.866624414951822,0.2456948742096058,0.19655589936768467,0
oneforty,2009-06-10,2010-01-11,13,4,2345000,3,5.75,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5883,71,215,586250.0,180384.61538461538,0.18625701172870984,14.667796386301658,0.24834268230494647,0.807113717491076,1
Smalltown,2005-11-01,2005-11-01,7,1,4000000,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7419,290,0,4000000.0,571428.5714285715,0.1969268095430651,15.201805169084134,0.049231702385766275,0.3446219167003639,0
Skyrider,2006-10-23,2008-03-05,2,2,17000000,2,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8164,1391,499,8500000.0,8500000.0,0.0894781969622734,16.648723960844016,0.0894781969622734,0.0894781969622734,0
SkillSlate,2010-10-20,2010-10-20,8,1,1100000,1,8.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5972,657,0,1100000.0,137500.0,0.06116041527126591,13.910821646859095,0.06116041527126591,0.48928332217012727,1
AwesomeTouch,2010-04-30,2011-06-01,3,4,59700,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5401,0,397,14925.0,19900.0,0.06762636548787261,10.997104049659168,0.27050546195149044,0.20287909646361785,1
Syncplicity,2008-10-31,2008-10-31,12,1,2350000,3,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6031,0,0,2350000.0,195833.33333333334,0.18168628751450835,14.669926311652166,0.060562095838169454,0.7267451500580334,1
Fortisphere,2007-11-19,2007-11-19,2,1,10000000,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7068,687,0,10000000.0,5000000.0,0.05167657045840407,16.118095750958314,0.05167657045840407,0.10335314091680814,0
PlayerDuel,2011-09-05,2012-06-13,2,2,21189,1,1.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5242,247,282,10594.5,10594.5,0.06967760396795115,9.961284651262345,0.1393552079359023,0.1393552079359023,0
Aveksa,2006-06-14,2009-02-25,7,3,28000000,2,2.6667,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7799,895,987,9333333.333333334,4000000.0,0.09366585459674318,17.147715103853763,0.14049878189511475,0.32783049108860113,1
PANTA Systems,2005-05-01,2005-05-01,0,1,9500000,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8529,1216,0,9500000.0,0.0,0.0,16.066802461833923,0.04282448118185016,0.0,0
Beceem Communications,2005-06-30,2009-04-22,5,3,69600000,1,7.6667,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,7891,638,1392,23200000.0,13920000.0,0.04628690913699151,18.058275139672464,0.13886072741097452,0.23143454568495755,1
